Time(s),Vout(V),Iload(A)
0.0535300,136.8588,6.52011
0.0535400,137.3082,6.60416
0.0535500,138.0238,6.70407
0.0535600,137.3681,6.65312
0.0535700,137.8852,6.77387
0.0535800,137.9909,6.76635
0.0535900,138.3329,6.96792
0.0536000,139.6893,6.96598
0.0536100,139.4561,6.93946
0.0536200,140.2741,7.02022
0.0536300,140.6495,7.04795
0.0536400,140.1789,7.28337
0.0536500,140.4751,7.19192
0.0536600,140.8112,7.34558
0.0536700,141.8646,7.48474
0.0536800,141.2364,7.51183
0.0536900,142.9503,7.46924
0.0537000,142.9444,7.65942
0.0537100,143.4141,7.71703
0.0537200,143.0536,7.73075
0.0537300,144.2565,7.85085
0.0537400,144.8632,7.83326
0.0537500,144.0316,7.78486
0.0537600,144.1684,7.93352
0.0537700,144.5854,8.03046
0.0537800,145.5146,8.00141
0.0537900,145.8662,8.07330
0.0538000,146.6602,8.25467
0.0538100,147.2985,8.15932
0.0538200,146.8663,8.33638
0.0538300,147.0952,8.28105
0.0538400,148.0238,8.29967
0.0538500,148.3695,8.53160
0.0538600,148.2396,8.54966
0.0538700,149.5239,8.51510
0.0538800,150.0745,8.69021
0.0538900,149.9780,8.75995
0.0539000,149.6923,8.73068
0.0539100,151.2650,8.86976
0.0539200,151.4272,8.90822
0.0539300,151.7102,8.94197
0.0539400,152.2666,8.89698
0.0539500,152.2951,9.01230
0.0539600,152.6992,8.97316
0.0539700,153.4850,9.14477
0.0539800,153.2155,9.12785
0.0539900,154.2265,9.32120
0.0540000,153.7406,9.34585
0.0540100,154.8528,9.34588
0.0540200,155.1976,9.45281
0.0540300,154.6650,9.50381
0.0540400,155.8612,9.51561
0.0540500,156.6158,9.58811
0.0540600,156.7662,9.60878
0.0540700,156.9394,9.68620
0.0540800,157.0350,9.72694
0.0540900,157.3017,9.82892
0.0541000,158.3772,9.80863
0.0541100,158.5126,9.87727
0.0541200,159.4495,9.90329
0.0541300,159.1281,9.86690
0.0541400,159.4135,9.90526
0.0541500,160.4658,9.99860
0.0541600,160.5268,10.11041
0.0541700,160.6376,10.15802
0.0541800,161.6342,10.25044
0.0541900,160.9397,10.13453
0.0542000,161.9993,10.18181
0.0542100,161.8711,10.24112
0.0542200,161.7859,10.36508
0.0542300,162.4734,10.49002
0.0542400,163.5831,10.54926
0.0542500,163.2542,10.40659
0.0542600,164.3889,10.59182
0.0542700,163.5407,10.67641
0.0542800,164.9561,10.63391
0.0542900,165.2862,10.59933
0.0543000,165.8381,10.69568
0.0543100,164.6523,10.81310
0.0543200,166.0394,10.73665
0.0543300,165.4736,10.91251
0.0543400,166.3700,10.77014
0.0543500,166.8313,10.98418
0.0543600,166.4101,10.93946
0.0543700,166.7315,11.08154
0.0543800,167.9011,10.96085
0.0543900,167.4456,11.04800
0.0544000,167.7533,11.18358
0.0544100,168.4556,11.21936
0.0544200,168.4232,11.14753
0.0544300,168.0002,11.24794
0.0544400,168.7669,11.33632
0.0544500,169.6507,11.29272
0.0544600,169.1361,11.31147
0.0544700,169.9998,11.25463
0.0544800,169.8271,11.46436
0.0544900,170.1672,11.48502
0.0545000,169.8003,11.40144
0.0545100,170.8566,11.54530
0.0545200,170.1905,11.46711
0.0545300,170.0760,11.47117
0.0545400,170.5253,11.53705
0.0545500,170.8433,11.61718
0.0545600,171.6834,11.63920
0.0545700,171.4687,11.58004
0.0545800,171.2250,11.66379
0.0545900,171.1288,11.78466
0.0546000,171.1376,11.67024
0.0546100,172.4226,11.73900
0.0546200,172.5822,11.84942
0.0546300,172.4234,11.82530
0.0546400,172.0425,11.84252
0.0546500,172.7447,11.90689
0.0546600,172.6390,11.93502
0.0546700,171.7943,11.95015
0.0546800,172.9898,12.02758
0.0546900,173.1252,12.05398
0.0547000,172.8866,11.88900
0.0547100,172.2140,12.02687
0.0547200,172.9183,11.96753
0.0547300,173.1557,12.08833
0.0547400,172.3559,12.09526
0.0547500,172.4767,12.01554
0.0547600,172.6047,12.15985
0.0547700,173.3729,12.18437
0.0547800,173.3341,12.21228
0.0547900,172.9586,12.20891
0.0548000,172.2257,12.10224
0.0548100,172.0335,12.21854
0.0548200,172.5138,12.25418
0.0548300,172.8682,12.18782
0.0548400,172.1206,12.23196
0.0548500,172.6385,12.30220
0.0548600,173.2402,12.24737
0.0548700,173.1570,12.25228
0.0548800,172.5889,12.35768
0.0548900,171.6015,12.27941
0.0549000,171.7344,12.35264
0.0549100,171.8662,12.30677
0.0549200,172.0283,12.42920
0.0549300,171.6022,12.31063
0.0549400,172.0809,12.34207
0.0549500,171.0440,12.42049
0.0549600,171.5356,12.45033
0.0549700,170.5966,12.43346
0.0549800,170.7007,12.38950
0.0549900,171.5963,12.44320
0.0550000,170.4961,12.45367
0.0550100,170.4611,12.57061
0.0550200,171.2105,12.54263
0.0550300,169.6570,12.56378
0.0550400,170.4416,12.48969
0.0550500,169.6556,12.45958
0.0550600,170.0288,12.59026
0.0550700,169.6364,12.51381
0.0550800,169.2309,12.53696
0.0550900,168.4470,12.48679
0.0551000,168.2374,12.53185
0.0551100,168.8638,12.49979
0.0551200,169.1318,12.50919
0.0551300,167.5918,12.51161
0.0551400,168.2362,12.55350
0.0551500,167.9617,12.69033
0.0551600,167.8063,12.67992
0.0551700,166.6005,12.70620
0.0551800,166.9198,12.55578
0.0551900,166.1050,12.68396
0.0552000,166.3902,12.66753
0.0552100,166.7193,12.64672
0.0552200,166.0263,12.67840
0.0552300,166.2133,12.66758
0.0552400,165.7534,12.65510
0.0552500,165.0614,12.75032
0.0552600,164.8050,12.71717
0.0552700,165.1085,12.71694
0.0552800,163.3276,12.57984
0.0552900,164.0396,12.75672
0.0553000,163.2793,12.58618
0.0553100,163.7437,12.69725
0.0553200,162.4789,12.68033
0.0553300,161.7282,12.58785
0.0553400,162.6978,12.58628
0.0553500,162.4469,12.70596
0.0553600,161.7826,12.60118
0.0553700,161.1491,12.62102
0.0553800,161.3553,12.73748
0.0553900,159.7964,12.66957
0.0554000,160.7887,12.74446
0.0554100,160.4608,12.68837
0.0554200,159.6370,12.75050
0.0554300,158.7852,12.71966
0.0554400,159.0225,12.71912
0.0554500,158.4279,12.68744
0.0554600,157.3887,12.78112
0.0554700,157.9938,12.63380
0.0554800,156.5494,12.79202
0.0554900,156.0859,12.62540
0.0555000,156.3049,12.75557
0.0555100,156.2058,12.79136
0.0555200,155.3298,12.66834
0.0555300,154.7636,12.72376
0.0555400,155.4315,12.67591
0.0555500,153.8144,12.65424
0.0555600,153.9984,12.67819
0.0555700,153.9640,12.71183
0.0555800,153.1113,12.73040
0.0555900,152.6676,12.76457
0.0556000,152.8481,12.73981
0.0556100,152.3802,12.74186
0.0556200,151.4012,12.60581
0.0556300,151.6819,12.70936
0.0556400,150.9020,12.63733
0.0556500,150.9804,12.62090
0.0556600,150.8732,12.74766
0.0556700,149.5381,12.76381
0.0556800,150.1865,12.74756
0.0556900,148.6816,12.69254
0.0557000,148.0433,12.73208
0.0557100,149.0136,12.62466
0.0557200,148.3876,12.75337
0.0557300,147.4362,12.56799
0.0557400,146.8585,12.67701
0.0557500,146.1118,12.62575
0.0557600,147.0202,12.73533
0.0557700,146.0942,12.61784
0.0557800,145.3474,12.60472
0.0557900,145.1703,12.66078
0.0558000,144.5462,12.53854
0.0558100,143.8860,12.62962
0.0558200,143.5020,12.62935
0.0558300,143.2884,12.54578
0.0558400,142.6810,12.52852
0.0558500,142.2621,12.60499
0.0558600,142.3907,12.67258
0.0558700,142.6072,12.65584
0.0558800,141.8078,12.67742
0.0558900,141.8633,12.65436
0.0559000,141.2342,12.51190
0.0559100,140.8091,12.54547
0.0559200,140.7179,12.63085
0.0559300,139.0378,12.56824
0.0559400,139.0486,12.62893
0.0559500,138.7036,12.57358
0.0559600,138.6489,12.60821
0.0559700,137.8423,12.61632
0.0559800,138.1304,12.55450
0.0559900,137.2606,12.52940
0.0560000,137.3897,12.47458
0.0560100,136.9396,12.43669
0.0560200,136.9994,12.45592
0.0560300,136.0807,12.55946
0.0560400,135.8938,12.43022
0.0560500,134.5119,12.49787
0.0560600,134.0537,12.53105
0.0560700,133.9468,12.52086
0.0560800,133.9982,12.41758
0.0560900,133.6913,12.47379
0.0561000,133.8806,12.50977
0.0561100,133.2782,12.57323
0.0561200,132.1866,12.43714
0.0561300,132.8276,12.45870
0.0561400,131.2670,12.46470
0.0561500,131.2616,12.46795
0.0561600,130.3387,12.34081
0.0561700,131.3153,12.40203
0.0561800,130.9721,12.49281
0.0561900,130.3293,12.42162
0.0562000,129.6184,12.39474
0.0562100,129.2745,12.30741
0.0562200,129.5621,12.41306
0.0562300,128.2396,12.47723
0.0562400,127.6606,12.37412
0.0562500,128.0091,12.46288
0.0562600,127.8455,12.44972
0.0562700,127.0638,12.38522
0.0562800,126.2215,12.35604
0.0562900,126.1578,12.25721
0.0563000,126.4921,12.35347
0.0563100,125.7317,12.24831
0.0563200,124.9543,12.21741
0.0563300,125.5101,12.31604
0.0563400,124.8567,12.20999
0.0563500,123.3817,12.33890
0.0563600,123.1009,12.21174
0.0563700,123.6677,12.29078
0.0563800,123.1792,12.31143
0.0563900,122.3924,12.19440
0.0564000,122.4724,12.26205
0.0564100,122.2094,12.12551
0.0564200,120.9882,12.25730
0.0564300,120.3531,12.24120
0.0564400,121.3859,12.12996
0.0564500,119.9401,12.20176
0.0564600,119.6206,12.07197
0.0564700,120.2459,12.15857
0.0564800,119.8216,12.21086
0.0564900,119.3159,12.10022
0.0565000,118.5358,12.07636
0.0565100,117.6636,12.14504
0.0565200,116.9659,12.05493
0.0565300,117.9364,12.09382
0.0565400,116.6240,11.98694
0.0565500,116.5540,11.96663
0.0565600,115.5025,11.92932
0.0565700,115.1218,11.95378
0.0565800,115.6771,12.03665
0.0565900,114.5256,12.03679
0.0566000,114.6869,11.87314
0.0566100,113.5682,11.83943
0.0566200,114.3109,11.80341
0.0566300,113.5277,11.83115
0.0566400,112.5369,11.86245
0.0566500,111.7518,11.93552
0.0566600,112.5008,11.75069
0.0566700,111.0702,11.85165
0.0566800,111.1940,11.71675
0.0566900,111.2543,11.75753
0.0567000,110.9977,11.81873
0.0567100,109.4038,11.72605
0.0567200,109.8903,11.74415
0.0567300,108.4619,11.63665
0.0567400,109.0992,11.72150
0.0567500,108.5869,11.54052
0.0567600,107.9694,11.61614
0.0567700,107.8660,11.62070
0.0567800,107.1776,11.51489
0.0567900,106.0047,11.61766
0.0568000,105.4906,11.52640
0.0568100,105.9572,11.50776
0.0568200,105.0803,11.47259
0.0568300,104.4574,11.43748
0.0568400,103.3325,11.40136
0.0568500,102.9600,11.38210
0.0568600,103.5726,11.42528
0.0568700,102.7085,11.33730
0.0568800,102.3855,11.38617
0.0568900,101.4376,11.25830
0.0569000,101.4013,11.34129
0.0569100,100.4133,11.25588
0.0569200,99.7568,11.12545
0.0569300,99.5669,11.22102
0.0569400,99.1022,11.18761
0.0569500,98.9175,11.00686
0.0569600,97.3705,11.04135
0.0569700,96.8943,10.98507
0.0569800,97.0058,10.95760
0.0569900,96.7996,11.06938
0.0570000,95.9110,10.94883
0.0570100,95.6616,10.93412
0.0570200,95.2532,10.86544
0.0570300,93.5242,10.84219
0.0570400,94.2908,10.74337
0.0570500,93.6441,10.76674
0.0570600,92.0226,10.72306
0.0570700,92.2086,10.74060
0.0570800,91.6214,10.67215
0.0570900,90.9629,10.62152
0.0571000,90.6809,10.64652
0.0571100,88.8967,10.58466
0.0571200,89.6283,10.46535
0.0571300,87.9420,10.43208
0.0571400,87.2755,10.48596
0.0571500,87.6156,10.33932
0.0571600,86.4786,10.39725
0.0571700,86.2815,10.26595
0.0571800,85.6391,10.23078
0.0571900,84.4607,10.22848
0.0572000,84.7127,10.26042
0.0572100,82.8056,10.14948
0.0572200,83.0596,10.19141
0.0572300,82.2326,9.98670
0.0572400,82.1792,10.10075
0.0572500,81.3976,9.96346
0.0572600,80.6060,9.99555
0.0572700,80.0997,9.97032
0.0572800,78.6622,9.85898
0.0572900,78.6369,9.77283
0.0573000,77.5451,9.79718
0.0573100,76.9772,9.59555
0.0573200,75.6081,9.64300
0.0573300,75.2740,9.57686
0.0573400,75.1679,9.51833
0.0573500,74.7476,9.58572
0.0573600,73.9625,9.41057
0.0573700,72.7859,9.29483
0.0573800,71.6863,9.35684
0.0573900,71.2152,9.37631
0.0574000,71.3333,9.19962
0.0574100,69.9271,9.17333
0.0574200,68.6549,9.08498
0.0574300,68.6127,9.07838
0.0574400,68.3844,9.06997
0.0574500,66.9456,9.04177
0.0574600,66.3801,8.86665
0.0574700,65.4474,8.89712
0.0574800,64.9872,8.87154
0.0574900,64.3908,8.64980
0.0575000,62.7262,8.77460
0.0575100,63.0413,8.68862
0.0575200,61.8703,8.64668
0.0575300,61.3783,8.59755
0.0575400,60.7520,8.40487
0.0575500,59.1876,8.36042
0.0575600,59.0547,8.40400
0.0575700,58.5992,8.31079
0.0575800,57.3974,8.28693
0.0575900,56.7534,8.18161
0.0576000,55.1114,8.00424
0.0576100,55.5856,7.95653
0.0576200,54.2504,8.07917
0.0576300,52.6919,7.94403
0.0576400,53.0213,7.78624
0.0576500,51.4877,7.70404
0.0576600,50.5154,7.83237
0.0576700,49.9332,7.66845
0.0576800,48.6761,7.59314
0.0576900,48.4990,7.62275
0.0577000,47.8498,7.38149
0.0577100,47.0946,7.50453
0.0577200,45.4387,7.38348
0.0577300,45.2308,7.29763
0.0577400,44.3666,7.28877
0.0577500,43.6458,7.18658
0.0577600,43.3140,7.02663
0.0577700,42.6253,7.07540
0.0577800,41.6364,7.01665
0.0577900,39.8998,6.83997
0.0578000,39.6950,6.77238
0.0578100,38.1848,6.75482
0.0578200,37.5441,6.65274
0.0578300,36.7399,6.58636
0.0578400,35.5053,6.46714
0.0578500,35.0519,6.46039
0.0578600,34.1182,6.51327
0.0578700,32.9093,6.38185
0.0578800,32.3135,6.23077
0.0578900,32.6018,6.25255
0.0579000,30.6595,6.07690
0.0579100,30.9350,6.11279
0.0579200,29.5206,5.95132
0.0579300,28.9522,5.98773
0.0579400,27.7140,5.94892
0.0579500,26.3782,5.82596
0.0579600,26.6130,5.69470
0.0579700,25.8439,5.66491
0.0579800,24.4300,5.49222
0.0579900,23.1005,5.50694
0.0580000,22.7760,5.53486
0.0580100,21.0152,5.42913
0.0580200,21.4181,5.37760
0.0580300,19.4404,5.24874
0.0580400,19.2874,5.07280
0.0580500,17.9862,5.00233
0.0580600,18.0825,4.98537
0.0580700,16.9017,4.98887
0.0580800,15.7588,4.92450
0.0580900,14.8932,4.74053
0.0581000,14.3032,4.79068
0.0581100,13.7353,4.65635
0.0581200,12.7626,4.63018
0.0581300,11.7057,4.43339
0.0581400,11.2147,4.37171
0.0581500,9.2358,4.36015
0.0581600,9.4110,4.26758
0.0581700,7.9387,4.23045
0.0581800,7.8755,4.21083
0.0581900,6.2771,4.17062
0.0582000,4.7849,4.02339
0.0582100,4.5866,3.97658
0.0582200,4.3105,3.96461
0.0582300,2.8642,3.90230
0.0582400,2.3647,3.69508
0.0582500,1.5407,3.72261
0.0582600,-0.2893,3.60584
0.0582700,-1.1368,3.54187
0.0582800,-1.8336,3.38495
0.0582900,-2.2945,3.40777
0.0583000,-2.3175,3.31236
0.0583100,-4.2610,3.20239
0.0583200,-5.0832,3.14704
0.0583300,-4.7977,3.03856
0.0583400,-5.7582,3.04496
0.0583500,-7.6404,3.03265
0.0583600,-7.6137,2.94459
0.0583700,-8.9988,2.82632
0.0583800,-9.6794,2.79819
0.0583900,-10.0472,2.72512
0.0584000,-11.5848,2.61307
0.0584100,-11.7409,2.66259
0.0584200,-12.8088,2.42511
0.0584300,-14.0091,2.42194
0.0584400,-15.4148,2.46636
0.0584500,-15.0422,2.22279
0.0584600,-16.6408,2.32655
0.0584700,-16.7747,2.22202
0.0584800,-18.7386,2.19773
0.0584900,-18.5072,2.06248
0.0585000,-19.1925,2.01986
0.0585100,-21.0950,1.92324
0.0585200,-21.6598,1.86670
0.0585300,-21.4899,1.84797
0.0585400,-22.2957,1.79376
0.0585500,-23.8796,1.60451
0.0585600,-25.0946,1.69446
0.0585700,-24.9173,1.65195
0.0585800,-26.4085,1.59529
0.0585900,-27.3503,1.38294
0.0586000,-28.4607,1.31166
0.0586100,-28.9855,1.31970
0.0586200,-29.9688,1.25335
0.0586300,-29.6608,1.14032
0.0586400,-30.9227,1.19474
0.0586500,-32.4884,1.12939
0.0586600,-33.1889,0.94414
0.0586700,-32.9156,0.92856
0.0586800,-34.5979,0.82663
0.0586900,-34.8631,0.95588
0.0587000,-35.6041,0.79148
0.0587100,-37.3126,0.71432
0.0587200,-36.6977,0.76876
0.0587300,-37.6345,0.70103
0.0587400,-39.3085,0.50150
0.0587500,-40.3438,0.51749
0.0587600,-41.1312,0.45339
0.0587700,-41.9284,0.34683
0.0587800,-42.8264,0.37176
0.0587900,-42.1930,0.36933
0.0588000,-42.9759,0.24805
0.0588100,-45.0618,0.31027
0.0588200,-45.0890,0.12841
0.0588300,-46.2633,0.21193
0.0588400,-46.5149,0.06026
0.0588500,-47.7238,0.07235
0.0588600,-48.6647,0.05730
0.0588700,-48.8391,0.04188
0.0588800,-49.9387,0.00336
0.0588900,-50.1075,-0.22376
0.0589000,-51.8767,-0.08056
0.0589100,-52.6086,-0.23649
0.0589200,-52.7372,-0.25108
0.0589300,-54.1833,-0.26351
0.0589400,-54.5464,-0.40512
0.0589500,-54.7635,-0.36905
0.0589600,-55.7872,-0.40804
0.0589700,-56.6765,-0.41466
0.0589800,-57.2863,-0.59446
0.0589900,-58.6142,-0.58248
0.0590000,-58.8084,-0.54986
0.0590100,-60.2712,-0.51955
0.0590200,-59.7600,-0.60115
0.0590300,-60.5277,-0.78615
0.0590400,-61.3394,-0.81070
0.0590500,-62.8864,-0.76010
0.0590600,-63.0615,-0.76540
0.0590700,-63.6082,-0.80184
0.0590800,-64.7536,-0.83927
0.0590900,-64.8289,-0.89707
0.0591000,-66.4553,-0.83128
0.0591100,-66.4457,-0.86176
0.0591200,-67.0928,-0.95191
0.0591300,-67.8340,-0.91542
0.0591400,-68.5924,-1.08312
0.0591500,-70.1142,-1.02952
0.0591600,-69.8904,-1.09138
0.0591700,-70.6996,-1.18909
0.0591800,-71.5494,-1.17756
0.0591900,-73.2081,-1.24552
0.0592000,-73.7795,-1.14225
0.0592100,-74.5906,-1.24574
0.0592200,-74.9775,-1.22136
0.0592300,-75.5640,-1.21021
0.0592400,-76.6383,-1.37040
0.0592500,-77.2091,-1.31815
0.0592600,-77.3611,-1.29701
0.0592700,-77.5622,-1.36325
0.0592800,-79.1564,-1.42251
0.0592900,-79.1698,-1.47713
0.0593000,-79.7883,-1.37492
0.0593100,-81.3537,-1.37980
0.0593200,-82.0877,-1.47914
0.0593300,-82.6414,-1.52622
0.0593400,-82.7140,-1.57061
0.0593500,-83.5049,-1.58938
0.0593600,-84.1356,-1.49000
0.0593700,-84.5676,-1.49419
0.0593800,-85.7870,-1.50392
0.0593900,-85.6621,-1.52557
0.0594000,-87.3083,-1.49920
0.0594100,-88.0412,-1.60568
0.0594200,-88.8643,-1.60788
0.0594300,-88.8992,-1.54871
0.0594400,-90.2468,-1.67549
0.0594500,-89.9345,-1.64585
0.0594600,-91.2069,-1.56508
0.0594700,-91.1413,-1.69841
0.0594800,-92.3906,-1.63046
0.0594900,-92.8851,-1.72192
0.0595000,-93.6610,-1.67637
0.0595100,-93.6735,-1.58761
0.0595200,-94.4165,-1.60494
0.0595300,-95.4605,-1.73687
0.0595400,-96.5328,-1.61725
0.0595500,-96.5361,-1.60079
0.0595600,-97.6535,-1.73365
0.0595700,-97.7683,-1.73698
0.0595800,-98.4450,-1.62040
0.0595900,-98.3864,-1.80923
0.0596000,-99.1825,-1.70316
0.0596100,-100.4216,-1.80964
0.0596200,-100.3458,-1.66979
0.0596300,-100.9279,-1.71809
0.0596400,-102.5438,-1.62629
0.0596500,-102.5269,-1.63233
0.0596600,-102.7481,-1.75666
0.0596700,-103.0416,-1.80050
0.0596800,-104.4441,-1.75637
0.0596900,-104.9523,-1.81904
0.0597000,-105.7144,-1.71637
0.0597100,-105.0724,-1.62972
0.0597200,-106.0260,-1.81354
0.0597300,-107.2549,-1.73376
0.0597400,-107.1620,-1.63911
0.0597500,-108.2756,-1.66289
0.0597600,-107.6239,-1.61952
0.0597700,-108.5029,-1.78885
0.0597800,-109.2754,-1.61564
0.0597900,-109.4579,-1.61039
0.0598000,-110.1194,-1.61682
0.0598100,-111.5038,-1.63183
0.0598200,-111.0393,-1.64946
0.0598300,-112.0437,-1.69587
0.0598400,-112.5652,-1.72947
0.0598500,-113.2508,-1.72567
0.0598600,-113.0678,-1.74062
0.0598700,-113.1775,-1.71808
0.0598800,-114.4424,-1.67306
0.0598900,-114.0815,-1.68159
0.0599000,-115.7590,-1.63362
0.0599100,-115.8783,-1.72214
0.0599200,-116.2196,-1.66546
0.0599300,-116.7821,-1.58056
0.0599400,-116.9795,-1.59258
0.0599500,-116.9385,-1.57529
0.0599600,-117.8494,-1.59669
0.0599700,-117.7670,-1.70440
0.0599800,-118.3205,-1.68486
0.0599900,-118.2077,-1.51469
0.0600000,-118.6179,-1.60376
0.0600100,-119.3070,-1.49977
0.0600200,-120.1330,-1.61922
0.0600300,-120.0982,-1.47829
0.0600400,-121.4149,-1.46420
0.0600500,-121.5508,-1.61886
0.0600600,-122.1278,-1.52232
0.0600700,-121.3560,-1.51826
0.0600800,-121.8937,-1.44551
0.0600900,-121.8261,-1.43364
0.0601000,-122.2918,-1.48537
0.0601100,-123.6890,-1.42037
0.0601200,-123.5170,-1.42535
0.0601300,-123.0180,-1.54811
0.0601400,-124.3494,-1.58162
0.0601500,-123.7789,-1.54464
0.0601600,-125.1550,-1.49327
0.0601700,-124.1238,-1.48064
0.0601800,-124.5571,-1.55919
0.0601900,-125.0760,-1.43402
0.0602000,-126.0404,-1.55565
0.0602100,-125.9567,-1.55249
0.0602200,-126.4510,-1.53210
0.0602300,-126.7767,-1.35704
0.0602400,-125.9516,-1.45951
0.0602500,-127.3769,-1.40606
0.0602600,-126.5375,-1.48537
0.0602700,-127.7449,-1.50039
0.0602800,-126.9430,-1.47624
0.0602900,-127.1183,-1.34271
0.0603000,-128.5636,-1.39033
0.0603100,-128.2245,-1.34750
0.0603200,-128.6585,-1.37487
0.0603300,-127.8562,-1.37276
0.0603400,-128.2988,-1.34598
0.0603500,-129.5499,-1.45291
0.0603600,-129.2842,-1.48755
0.0603700,-129.4941,-1.46840
0.0603800,-128.9422,-1.45107
0.0603900,-129.1345,-1.38824
0.0604000,-129.4033,-1.32057
0.0604100,-129.9815,-1.37823
0.0604200,-129.8461,-1.47026
0.0604300,-129.8349,-1.40178
0.0604400,-129.8016,-1.50020
0.0604500,-129.8419,-1.32315
0.0604600,-130.4916,-1.48555
0.0604700,-129.9550,-1.32449
0.0604800,-130.0002,-1.34029
0.0604900,-130.7356,-1.32846
0.0605000,-130.9645,-1.49151
0.0605100,-130.5173,-1.42948
0.0605200,-130.6121,-1.39648
0.0605300,-131.3158,-1.51190
0.0605400,-130.4570,-1.42008
0.0605500,-130.5815,-1.41910
0.0605600,-131.8270,-1.49911
0.0605700,-131.1520,-1.37949
0.0605800,-130.5874,-1.48797
0.0605900,-131.3252,-1.50833
0.0606000,-130.8074,-1.57049
0.0606100,-131.8135,-1.39569
0.0606200,-130.9550,-1.44802
0.0606300,-130.6569,-1.43968
0.0606400,-130.9836,-1.59911
0.0606500,-131.3118,-1.42635
0.0606600,-131.9537,-1.59054
0.0606700,-131.1546,-1.59475
0.0606800,-131.0215,-1.52177
0.0606900,-131.1980,-1.52330
0.0607000,-130.8798,-1.60335
0.0607100,-132.0789,-1.63000
0.0607200,-130.8533,-1.63742
0.0607300,-132.0911,-1.69486
0.0607400,-130.7145,-1.59639
0.0607500,-130.9325,-1.55615
0.0607600,-131.2052,-1.58255
0.0607700,-131.6021,-1.74655
0.0607800,-131.4626,-1.62756
0.0607900,-131.9490,-1.74105
0.0608000,-130.6861,-1.75559
0.0608100,-131.7867,-1.67210
0.0608200,-131.6240,-1.86338
0.0608300,-130.7770,-1.85352
0.0608400,-130.5767,-1.80362
0.0608500,-130.7861,-1.75985
0.0608600,-130.4755,-1.78496
0.0608700,-130.8175,-1.91469
0.0608800,-130.2379,-1.86022
0.0608900,-131.3008,-1.88879
0.0609000,-130.1532,-1.98548
0.0609100,-131.1833,-2.07519
0.0609200,-130.5568,-1.98501
0.0609300,-130.5888,-2.04456
0.0609400,-131.1143,-1.97528
0.0609500,-130.5941,-2.06760
0.0609600,-130.8731,-2.01863
0.0609700,-130.7391,-2.12461
0.0609800,-129.9470,-2.13393
0.0609900,-130.3027,-2.23270
0.0610000,-130.9603,-2.32299
0.0610100,-130.4213,-2.28956
0.0610200,-129.4340,-2.22625
0.0610300,-130.7641,-2.31779
0.0610400,-130.4267,-2.30450
0.0610500,-129.3768,-2.47586
0.0610600,-129.9257,-2.50534
0.0610700,-130.0919,-2.38411
0.0610800,-129.3974,-2.54181
0.0610900,-129.4559,-2.43785
0.0611000,-130.2653,-2.58455
0.0611100,-128.9619,-2.63192
0.0611200,-129.0198,-2.54252
0.0611300,-129.7264,-2.71050
0.0611400,-129.1525,-2.66951
0.0611500,-130.1663,-2.67918
0.0611600,-129.1608,-2.83175
0.0611700,-129.9630,-2.81961
0.0611800,-128.7318,-2.86098
0.0611900,-128.6404,-2.81341
0.0612000,-129.6597,-2.86138
0.0612100,-128.7664,-3.03951
0.0612200,-129.7823,-2.96094
0.0612300,-129.8503,-3.09889
0.0612400,-128.9771,-3.04038
0.0612500,-128.5783,-3.12293
0.0612600,-129.4461,-3.12936
0.0612700,-129.0415,-3.23152
0.0612800,-129.0563,-3.24949
0.0612900,-128.7063,-3.42149
0.0613000,-129.5480,-3.42177
0.0613100,-129.1611,-3.37937
0.0613200,-128.7461,-3.55769
0.0613300,-129.5372,-3.47152
0.0613400,-129.6394,-3.48409
0.0613500,-129.4043,-3.69266
0.0613600,-129.9328,-3.74574
0.0613700,-128.8681,-3.66827
0.0613800,-129.5726,-3.77090
0.0613900,-129.2391,-3.75671
0.0614000,-129.7629,-3.91796
0.0614100,-129.9881,-3.95985
0.0614200,-129.1512,-4.05429
0.0614300,-129.0756,-3.94310
0.0614400,-130.0210,-4.10914
0.0614500,-129.0604,-4.20167
0.0614600,-129.7746,-4.24025
0.0614700,-130.5081,-4.26877
0.0614800,-129.7142,-4.26796
0.0614900,-130.4487,-4.34281
0.0615000,-130.8429,-4.31119
0.0615100,-130.1176,-4.42809
0.0615200,-130.8531,-4.44164
0.0615300,-130.3432,-4.56283
0.0615400,-130.6853,-4.71564
0.0615500,-130.8846,-4.62156
0.0615600,-130.6569,-4.71712
0.0615700,-130.2867,-4.86003
0.0615800,-130.6372,-4.78427
0.0615900,-131.5026,-4.93917
0.0616000,-132.1355,-4.92136
0.0616100,-131.5785,-4.99035
0.0616200,-131.4227,-5.06922
0.0616300,-131.2098,-5.07802
0.0616400,-132.7347,-5.26101
0.0616500,-131.9065,-5.19290
0.0616600,-132.5048,-5.33040
0.0616700,-133.0807,-5.32754
0.0616800,-132.6146,-5.39993
0.0616900,-132.6162,-5.50454
0.0617000,-132.7294,-5.59406
0.0617100,-133.9648,-5.68464
0.0617200,-133.4627,-5.69716
0.0617300,-133.6012,-5.75500
0.0617400,-134.2494,-5.71920
0.0617500,-134.4764,-5.92028
0.0617600,-134.9041,-5.84548
0.0617700,-134.8833,-6.06537
0.0617800,-134.6367,-6.10947
0.0617900,-135.8104,-6.02343
0.0618000,-134.7228,-6.23130
0.0618100,-135.5036,-6.13338
0.0618200,-135.6268,-6.26758
0.0618300,-135.9658,-6.25174
0.0618400,-136.3270,-6.40007
